unique_key,surah_number,ayat_number,arabic_root_word,normalized_arabic_word,translitaration_word,english_word_subject_category,english_word_sub_subject_category,word_sub_category_description,inference_flag,hadith_reference
110,2,230,????????,????????,tankiha,Marriage,No Remarriaying Wife Unless She Marries and Divorces ,"If a husband divorces his wife (thrice), He cannot, after that, re-marry her until after she has married another husband and He has divorced her. In that case there is no sin on either of them provided that they keep the limits of Allah.",,
289,2,237,????????,????????,tansawu,Forget,Grace Between Husband & Wife ,And do not forget the graciousness between yourselves. For Allah sees well all that you do.,,
352,2,242,???????????,???????????,ta'qiloon,Understand,Sign made clear for Men to understand,Allah Make clear His Signs to you in order that you may understand.,,
370,2,243,????,????,tara,See,Abondoning home for fear of death,"Did you not see those who abandoned their homes, though they were thousands, for fear of death?",,
146,2,232,?????????,?????????,taraadaw,Agree,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
460,2,248,??????,??????,taraka,Left,Remnants Left by Moses & Aaron,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
865,2,265,??????????,??????????,tasbeetam,Strength,Spending to strenghten soul,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
177,2,233,?????????,?????????,tashaawurin,Consultation,No sin on weaning by mutual consent,"If the parents decide on weaning, by mutual consent, and consultation, there is no sin on them. And If you decide on a foster-mother for your children, there is no sin on you, provided you pay (the mother) what you agreed, on equitable terms",,
195,2,233,?????????,?????????,tashaawurin,Mutual Consent,No sin on weaning by mutual consent,"If the parents decide on weaning, by mutual consent, and consultation, there is no sin on them. And If you decide on a foster-mother for your children, there is no sin on you, provided you pay (the mother) what you agreed, on equitable terms",,
204,2,233,?????????????,?????????????,tastardi'ooo,Suckle by Another Women,Foster Mother suckling,"If the parents decide on weaning, by mutual consent, and consultation, there is no sin on them. And If you decide on a foster-mother for your children, there is no sin on you, provided you pay (the mother) what you agreed, on equitable terms",,
882,2,266,??????????????,??????????????,tatafakkaroon,Ponder,Signs made clear for You to Ponder,Allah makes his signs clear so that you may ponder on it,,
893,2,267, ???????????, ???????????,tayammamul ,Aim,Don’t Aim to Earn and Spend Bad Earnings,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
843,2,264, ?????????, ?????????,tubtiloo ,Vain,Wasting charity by reminder of generosity and injury,"O ye who believe! do not make your charity in vain by reminders of your generosity or by injury,- ",,
205,2,233,????????,????????,tudaaarra,Suffer,No Burden greater than one can Bear,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
207,2,233,????????,????????,tudaaarra,Unfair,No Burden greater than one can Bear,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
900,2,267,??????????,??????????,tughmidoo ,Closed Eyes,Taking Bad Earnings with closed eyes,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
754,2,260,???????,???????,tuhyil,Life,Bringing dead alive,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" ",,
173,2,233,?????????,?????????,tukallafu,Burden,No Burden greater than one can Bear,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
740,2,260,????????,????????,tu'min,Believe,Belief in resurrection,"To Abraham's question on wanting to see how Allah gives life to the dead."" Allah said do you not believe - to which Abraham yes  but to satisfy heart."" ",,
820,2,264,???????,???????,turaabun,Dust ,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
248,2,235,??????????,??????????,tuwaa'idoo,Promise,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
395,2,246,???????,???????,ub 'as,Appoint,Actions of Chiefs of Children of Israel ,"The chiefs of the Children of Israel, who came after Moses, asked one of their prophet to appoint a king for them so that they can fight in the way of Allah",,
401,2,246,???????????,???????????,ukhrijnaa,Driven Out,Reason for fighting,The Prophet responded to the chiefs of the children of Israel by saying that is it possible that you will not fight if fighting is prescribed for you,,
855,2,265,?????????,?????????,ukulahaa,Harvest,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
371,2,243,???????,???????,uloofun,Thousands,Abondoning home for fear of death,"Did you not see those who abandoned their homes, though they were thousands, for fear of death?",,
716,2,259,???????,???????,Unzur,Look,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
717,2,259,???????,???????,Unzur,Look,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
240,2,235,???????? ??????????,???????? ??????????,uqdatan nikaahi,Knot of Marriage,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
293,2,237,???????? ??????????,???????? ??????????,uqdatunnikaah,Knot of Marriage,Remision of divorce payment,"And if you divorce them before consummation, but after the fixation of a dower, then half of the dower (Is due to the wife), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness",,
726,2,259,??????????,??????????,'urooshihaa ,Roofs,Story of a Ruined town,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
826,2,264,??????? ,??????? ,waabilun,Heavy Rain,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
856,2,265,???????,???????,waabilun ,Heavy Rain,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
194,2,233,?????????,?????????,waalidatum,Mother,Fair Treatment,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
766,2,261,???????,???????,Waasi'un ,All Encompassing,Attribute/Names of Allah,"Allah is All Encompassing, All Knower",,
753,2,260,?????????,?????????,wa'lam,Know,"Allah is All Mighty, All Wise","Know that Allah is All Mighty, All Wise",,
904,2,267,???????????,???????????,wa'lamooo ,Know,Allah is All Rich and All Praise Worthy,Know that Allah is All Rich and All Praise Worthy,,
664,2,257,???????,???????,waliyyu,Friend ,Tahgut is the friend of the Disbeliever,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
667,2,257,???????,???????,waliyyu,Protector ,Allah is Protector of the believer,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
611,2,255,??????,??????,wasi'a,Extends,Throne Extends Over the Heaven & Earth,Allah's Throne extends over the heaven earth and He feels no fatigue in guarding them,,
339,2,240,?????????,?????????,wasiyyata,Will,Maintenance of Widow,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
172,2,233,?????????,???????,wus'ahaa,Bear,No Burden greater than one can Bear,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
592,2,254,??? ???????? ????????? ???????,??? ???????? ????????? ???????,Yaa ayyuhal lazeena aamanoo,O You Who Believe,Spending in the Way of Allah before time runs out,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
832,2,264,??? ???????? ????????? ??????,??? ???????? ????????? ??????,Yaaa ayyuhal lazeena aamanoo,O You Who Believe,Wasting charity by reminder of generosity and injury,"O ye who believe! do not make your charity in vain by reminders of your generosity or by injury,- like those who spend their substance to be seen of men, but believe neither in Allah nor in the Last Day. They are in parable like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. And Allah guideth not those who reject faith.",,
672,2,258, ???????, ???????,yaatee,Bring,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
744,2,260,???????????,???????????,yaateenaka,Come,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
385,2,245,????????,????????,yabsutu,Expand,Allah controls provision ,It is Allah that witholds (decrease) or Expand (Increase) your provisions and to Him shall you return,,
386,2,245,????????,????????,yabsutu,Increase,Allah controls provision ,It is Allah that witholds (decrease) or Expand (Increase) your provisions and to Him shall you return,,
120,2,231,????????,????????,yaf'al,Do,Doing wrong by transgressing in divorce,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
563,2,253,????????,????????,yaf'alu,Do,Allah Does What He Likes,Allah does what He likes,,
297,2,237,????????,????????,ya'fu,Remit,Remision of divorce payment,"And if you divorce them before consummation, but after the fixation of a dower, then half of the dower (Is due to the wife), unless they remit it or (the man's half) is remitted by him in whose hands is the marriage tie; and the remission (of the man's half) is the nearest to righteousness",,
681,2,258, ???????, ???????,yahdi,Guide,Allah Does Not Guide the Wrong Doers,Allah does not guide people who are wrong doers,,
825,2,264, ???????, ???????,yahdil ,Guide,Allah Does Not Guide the Disbeliever,Allah Does Not Guide People Who Are Disbeliever,,
790,2,262,???????????,???????????,yahzanoon,Grief,No Fear or Grief for Those Who Spend in Way of Allah,"On those who spend the wealth in the way of Allah and follow not with reminder of genorosity and hurt, for them there will be no fear or grief",,
128,2,231,??????????,??????????,ya'izukum,Instruct,Allah's books and wisdom He sent for instructions,"Do not treat Allah.s Signs as a jest, but remember Allah's favours on you, and that which He sent down to you of the Book and Wisdom, for your instruction.",,
640,2,256, ????????, ????????,yakfur,Disbelieve,Disbelieve in Taghut/Evil,"A believer who disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
616,2,255, ????????, ????????,ya'lamu,Know,Allah knows everything,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
628,2,255, ?????????, ?????????,Ya'ooduhoo,Tires,Allah does not get tired,Allah's Throne extends over the heaven earth and He feels no fatigue in guarding them,,
384,2,245,????????,????????,yaqbidu,Decrease,Allah controls provision ,It is Allah that witholds (decrease) or Expand (Increase) your provisions and to Him shall you return,,
393,2,245,????????,????????,yaqbidu,Withholds,Allah controls provision ,It is Allah that witholds (decrease) or Expand (Increase) your provisions and to Him shall you return,,
834,2,264,???????????,???????????,yaqdiroona,Power,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
770,2,261,???????,???????,yashaaa,Allah's Will,Allah Increase Reward to Whom He Wills ,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
615,2,255,????????,????????,yashfa'u,Intercession,Intercession with Allah's permission,Who Can Intercede With Allah Without His Permission,,
501,2,249,??????????,??????????,yat'amhu,Taste,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
112,2,230,????????????,????????????,yataraaja'aaa,Return,Remarrying former husband,"If a husband divorces his wife (thrice), He cannot, after that, re-marry her until after she has married another husband and He has divorced her. In that case there is no sin on either of them provided that they keep the limits of Allah.",,
228,2,234,?????????????,?????????????,yatarabbasna,Wait,Waiting Period for a Widow,"Those who die, the Waiting period for widow is 4 months and 10 days (For pregnant widow - waiting ends when she delivers). After the waiting period, the widow can remarry",,
701,2,259,???????????,???????????,yatasannah,Change,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
804,2,263,???????????,???????????,yatba'uhaa,Follow,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
704,2,259,??????? ???? ?????? ??????,??????? ???? ?????? ??????,yawman aw ba'da yawmin,Day or Part of a Day,Duration of Uzayr death,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
828,2,264,????????? ????????,????????? ????????,yawmil aakhiri ,Last Day,Disbelieve in Allah & Last Day,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
587,2,254,??????,??????,yawmul,Day,"No Bargaining, Friendship or Intercession on Judgement Day","O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
591,2,254,??????,??????,yawmul,Judgement Day,"No Bargaining, Friendship or Intercession on Judgement Day","O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
327,2,240,?????????,?????????,yazaroona,Leave,Obligation towards wife,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
503,2,249,??????????,??????????,yazunnoona,Thought,Knowledge of meeting Allah,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
145,2,232,???????,???????,yoo'azu,Admonition,Divorce instructions for believers,The admonition for not preventing wife to marry their husband is for all those who believe in Allah and the Last Day,,
166,2,232,???????,???????,yoo'azu,Teaching,Divorce instructions for believers,The admonition for not preventing wife to marry their husband is for all those who believe in Allah and the Last Day,,
872,2,266, ????????? , ????????? ,yubaiyinu,Clear  ,Signs made clear for You to Ponder,Allah makes his signs clear so that you may ponder on it,,
778,2,261,?????????,?????????,yudaa'ifu,Manifold,Allah Increase Reward to Whom He Wills ,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
608,2,255,??????????,??????????,yuheetoona,Encompass,Encompassing Allah's knowledge,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
714,2,259, ???????, ???????,yuhyee,Life,Story of how Allah brings the dead alive,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
683,2,258,???????,???????,yuhyee,Life,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
676,2,258,???????,???????,yumeetu,Death  ,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
637,2,256,????????,????????,yu'mim,Believe,Belief in Allah  ,"A believer who disbelieves Taghut/evil and believes in Allah has grasped the most trustworthy handhold, that never breaks",,
698,2,259,????????,????????,yu'mim,Animal,Donkey,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
705,2,259,????????,????????,yu'mim,Dead  ,Duration of Uzayr death,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
746,2,260,????????,????????,yu'mim,Faith,Belief in Resurrection,Allah gives life to the dead,,
394,2,246,????????,????????,yu'mim,Allah,Allah knows the wrong Doers,Allah has full knowledge of the wrong doers,,
211,2,234,????????,????????,yu'mim,Allah,Allah is aware of what you do,Allah is All Aware of everything that you do,,
430,2,247,????????,????????,yu'mim,Allah,"Allah is All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
432,2,247,????????,????????,yu'mim,Attribute/Names of Allah,"Allah is All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
450,2,247,????????,????????,yu'mim,Words Used in Pair,"All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
771,2,261,????????,????????,yu'mim,Attribute/Names of Allah,"Allah is All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
786,2,261,????????,????????,yu'mim,Words Used in Pair,"All Encompassing, All Knower","Allah is All Encompassing, All Knower",,
636,2,256,????????,????????,yu'mim,Attribute/Names of Allah,"Allah is All Hearer, All Knower","Allah is All Hearer, All Knower",,
651,2,256,????????,????????,yu'mim,Words Used in Pair,"All Hearer, All Knower","Allah is All Hearer, All Knower",,
340,2,240,????????,????????,yu'mim,Words Used in Pair,"All Mighty, All Wise","Allah is All Mighty, All Wise",,
801,2,263,????????,????????,yu'mim,Attribute/Names of Allah,Allah is All Rich and Most Forbearing,Allah is All Rich and Most Forbearing,,
811,2,263,????????,????????,yu'mim,Words Used in Pair,"All Rich, Most Forbearing",Allah is All Rich and Most Forbearing,,
